,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
1255,KEGG_2019_Human,Cholinergic synapse,1/112,0.0055999282120529,0.0107174211792485,0,0,19888.0,103119.30984392198,AKT2
1256,KEGG_2019_Human,Toxoplasmosis,1/113,0.0056499278191151,0.0107174211792485,0,0,19887.0,102937.34947211576,AKT2
1257,KEGG_2019_Human,Thyroid hormone signaling pathway,1/116,0.0057999266512085,0.0107174211792485,0,0,19884.0,102400.8105961506,AKT2
1258,KEGG_2019_Human,Sphingolipid signaling pathway,1/119,0.0059499254985137,0.0107174211792485,0,0,19881.0,101877.73080211312,AKT2
1259,KEGG_2019_Human,Neurotrophin signaling pathway,1/119,0.0059499254985137,0.0107174211792485,0,0,19881.0,101877.73080211312,AKT2
1260,KEGG_2019_Human,AMPK signaling pathway,1/120,0.0059999251180858,0.0107174211792485,0,0,19880.0,101706.2448082016,AKT2
1261,KEGG_2019_Human,Platelet activation,1/124,0.0061999236097501,0.0107174211792485,0,0,19876.0,101034.04709010696,AKT2
1262,KEGG_2019_Human,Osteoclast differentiation,1/127,0.0063499224962247,0.0107174211792485,0,0,19873.0,100543.72072014232,AKT2
1263,KEGG_2019_Human,Autophagy,1/128,0.0063999221281459,0.0107174211792485,0,0,19872.0,100382.8010329652,AKT2
1264,KEGG_2019_Human,Relaxin signaling pathway,1/130,0.0064999213952527,0.0107174211792485,0,0,19870.0,100064.62842845908,AKT2
1265,KEGG_2019_Human,Dopaminergic synapse,1/131,0.0065499210316603,0.0107174211792485,0,0,19869.0,99907.33811343512,AKT2
1266,KEGG_2019_Human,FoxO signaling pathway,1/132,0.0065999206698993,0.0107174211792485,0,0,19868.0,99751.22090491928,AKT2
1267,KEGG_2019_Human,Insulin signaling pathway,1/137,0.0068499188797651,0.0107174211792485,0,0,19863.0,98987.62735269018,AKT2
1268,KEGG_2019_Human,Apelin signaling pathway,1/137,0.0068499188797651,0.0107174211792485,0,0,19863.0,98987.62735269018,AKT2
1269,KEGG_2019_Human,Estrogen signaling pathway,1/137,0.0068499188797651,0.0107174211792485,0,0,19863.0,98987.62735269018,AKT2
1270,KEGG_2019_Human,Measles,1/138,0.0068999185254481,0.0107174211792485,0,0,19862.0,98838.19160389496,AKT2
1271,KEGG_2019_Human,Fluid shear stress and atherosclerosis,1/139,0.006949918172816,0.0107174211792485,0,0,19861.0,98689.81333375497,AKT2
1272,KEGG_2019_Human,Signaling pathways regulating pluripotency of stem cells,1/139,0.006949918172816,0.0107174211792485,0,0,19861.0,98689.81333375497,AKT2
1273,KEGG_2019_Human,Apoptosis,1/143,0.0071499167770442,0.0107174211792485,0,0,19857.0,98106.57763600958,AKT2
1274,KEGG_2019_Human,Adrenergic signaling in cardiomyocytes,1/145,0.0072499160871101,0.0107174211792485,0,0,19855.0,97820.92670675044,AKT2
1275,KEGG_2019_Human,Breast cancer,1/147,0.0073499154017982,0.0107174211792485,0,0,19853.0,97539.10874372096,AKT2
1276,KEGG_2019_Human,Phospholipase D signaling pathway,1/148,0.007399915061391,0.0107174211792485,0,0,19852.0,97399.60470052566,AKT2
1277,KEGG_2019_Human,Non-alcoholic fatty liver disease (NAFLD),1/149,0.0074499147221605,0.0107174211792485,0,0,19851.0,97261.02051561224,AKT2
1278,KEGG_2019_Human,Gastric cancer,1/149,0.0074499147221605,0.0107174211792485,0,0,19851.0,97261.02051561224,AKT2
1279,KEGG_2019_Human,mTOR signaling pathway,1/152,0.0075999137114971,0.0107447055921166,0,0,19848.0,96850.665715497,AKT2
1280,KEGG_2019_Human,Hepatitis C,1/155,0.0077499127120574,0.0107623827670465,0,0,19845.0,96448.16254952336,AKT2
1281,KEGG_2019_Human,Cellular senescence,1/160,0.0079999110688441,0.0107623827670465,0,0,19840.0,95793.96509856998,AKT2
1282,KEGG_2019_Human,JAK-STAT signaling pathway,1/162,0.0080999104202618,0.0107623827670465,0,0,19838.0,95537.86936302872,AKT2
1283,KEGG_2019_Human,Hepatitis B,1/163,0.0081499100978668,0.0107623827670465,0,0,19837.0,95410.9786681514,AKT2
1284,KEGG_2019_Human,cGMP-PKG signaling pathway,1/166,0.0082999091363732,0.0107623827670465,0,0,19834.0,95034.82345515196,AKT2
1285,KEGG_2019_Human,Hepatocellular carcinoma,1/168,0.0083999085011095,0.0107623827670465,0,0,19832.0,94787.72752807094,AKT2
1286,KEGG_2019_Human,Influenza A,1/171,0.0085499075557634,0.0107860372241938,0,0,19829.0,94422.42241345016,AKT2
1287,KEGG_2019_Human,Tuberculosis,1/179,0.0089499050800561,0.0111195790388576,0,0,19821.0,93478.0629355712,AKT2
1288,KEGG_2019_Human,Kaposi sarcoma-associated herpesvirus infection,1/186,0.0092999029651357,0.0113819707931512,0,0,19814.0,92684.96451050608,AKT2
1289,KEGG_2019_Human,Chemokine signaling pathway,1/190,0.0094999017791995,0.0114557639102112,0,0,19810.0,92244.74636351672,AKT2
1290,KEGG_2019_Human,Focal adhesion,1/199,0.0099498991610159,0.0116069251295706,0,0,19801.0,91286.4288690606,AKT2
1291,KEGG_2019_Human,Epstein-Barr virus infection,1/201,0.0100498985877989,0.0116069251295706,0,0,19799.0,91079.21596609056,AKT2
1292,KEGG_2019_Human,Proteoglycans in cancer,1/201,0.0100498985877989,0.0116069251295706,0,0,19799.0,91079.21596609056,AKT2
1293,KEGG_2019_Human,Rap1 signaling pathway,1/206,0.010299897173561,0.0117304384476667,0,0,19794.0,90569.849337325,AKT2
1294,KEGG_2019_Human,Human immunodeficiency virus 1 infection,1/212,0.0105998955026255,0.011745830151558,0,0,19788.0,89974.27756224656,AKT2
1295,KEGG_2019_Human,cAMP signaling pathway,1/212,0.0105998955026255,0.011745830151558,0,0,19788.0,89974.27756224656,AKT2
1296,KEGG_2019_Human,Human T-cell leukemia virus 1 infection,1/219,0.0109498935894162,0.0119718836577617,0,0,19781.0,89299.85161916987,AKT2
1297,KEGG_2019_Human,Human cytomegalovirus infection,1/225,0.0112498919790339,0.0121380413457997,0,0,19775.0,88738.27077557483,AKT2
1298,KEGG_2019_Human,Ras signaling pathway,1/232,0.0115998901349604,0.0123531297541136,0,0,19768.0,88101.22480150245,AKT2
1299,KEGG_2019_Human,MAPK signaling pathway,1/295,0.0147498749536506,0.0155062787974276,0,0,19705.0,83086.53988020132,AKT2
1300,KEGG_2019_Human,Human papillomavirus infection,1/330,0.0164998674589645,0.0171264447042416,0,0,19670.0,80733.60565076157,AKT2
1301,KEGG_2019_Human,PI3K-Akt signaling pathway,1/354,0.0176998626413668,0.018142359207401,0,0,19646.0,79255.8617626126,AKT2
1302,KEGG_2019_Human,Herpes simplex virus 1 infection,1/492,0.0245998389796247,0.0249035406954225,0,0,19508.0,72277.44006442746,AKT2
1303,KEGG_2019_Human,Pathways in cancer,1/530,0.0264998334376226,0.0264998334376226,0,0,19470.0,70688.10970701616,AKT2
1304,KEGG_2019_Human,Insulin secretion,1/86,0.0042999391173866,0.0082999091363732,0,0,19914.0,108514.46102290176,KCNMB3
1305,KEGG_2019_Human,Vascular smooth muscle contraction,1/132,0.0065999206698993,0.0082999091363732,0,0,19868.0,99751.22090491928,KCNMB3
1306,KEGG_2019_Human,cGMP-PKG signaling pathway,1/166,0.0082999091363732,0.0082999091363732,0,0,19834.0,95034.82345515196,KCNMB3
1307,KEGG_2019_Human,Pentose phosphate pathway,1/30,0.0014999697593334,0.0014999697593334,0,0,19970.0,129851.13732048514,RBKS
1308,KEGG_2019_Human,Long-term potentiation,1/67,0.0033499481224912,0.0112348896989771,0,0,19933.0,113594.38808369274,PPP1CA
1309,KEGG_2019_Human,Amphetamine addiction,1/68,0.0033999476216189,0.0112348896989771,0,0,19932.0,113293.39338050144,PPP1CA
1310,KEGG_2019_Human,mRNA surveillance pathway,1/91,0.0045499369072032,0.0112348896989771,0,0,19909.0,107362.10783923086,PPP1CA
1311,KEGG_2019_Human,Inflammatory mediator regulation of TRP channels,1/100,0.0049999330710556,0.0112348896989771,0,0,19900.0,105436.78197328727,PPP1CA
1312,KEGG_2019_Human,Insulin resistance,1/108,0.0053999298011749,0.0112348896989771,0,0,19892.0,103863.47861844616,PPP1CA
1313,KEGG_2019_Human,Platelet activation,1/124,0.0061999236097501,0.0112348896989771,0,0,19876.0,101034.04709010696,PPP1CA
1314,KEGG_2019_Human,Oocyte meiosis,1/125,0.0062499232373748,0.0112348896989771,0,0,19875.0,100869.32368441945,PPP1CA
1315,KEGG_2019_Human,Dopaminergic synapse,1/131,0.0065499210316603,0.0112348896989771,0,0,19869.0,99907.33811343512,PPP1CA
1316,KEGG_2019_Human,Vascular smooth muscle contraction,1/132,0.0065999206698993,0.0112348896989771,0,0,19868.0,99751.22090491928,PPP1CA
1317,KEGG_2019_Human,Insulin signaling pathway,1/137,0.0068499188797651,0.0112348896989771,0,0,19863.0,98987.62735269018,PPP1CA
1318,KEGG_2019_Human,Adrenergic signaling in cardiomyocytes,1/145,0.0072499160871101,0.0112348896989771,0,0,19855.0,97820.92670675044,PPP1CA
1319,KEGG_2019_Human,Oxytocin signaling pathway,1/153,0.0076499133771537,0.0112348896989771,0,0,19847.0,96715.6407630817,PPP1CA
1320,KEGG_2019_Human,Cellular senescence,1/160,0.0079999110688441,0.0112348896989771,0,0,19840.0,95793.96509856998,PPP1CA
1321,KEGG_2019_Human,Hippo signaling pathway,1/160,0.0079999110688441,0.0112348896989771,0,0,19840.0,95793.96509856998,PPP1CA
1322,KEGG_2019_Human,cGMP-PKG signaling pathway,1/166,0.0082999091363732,0.0112348896989771,0,0,19834.0,95034.82345515196,PPP1CA
1323,KEGG_2019_Human,Alcoholism,1/180,0.0089999047745351,0.0112348896989771,0,0,19820.0,93362.92821536642,PPP1CA
1324,KEGG_2019_Human,Focal adhesion,1/199,0.0099498991610159,0.0112348896989771,0,0,19801.0,91286.4288690606,PPP1CA
1325,KEGG_2019_Human,Proteoglycans in cancer,1/201,0.0100498985877989,0.0112348896989771,0,0,19799.0,91079.21596609056,PPP1CA
1326,KEGG_2019_Human,cAMP signaling pathway,1/212,0.0105998955026255,0.0112348896989771,0,0,19788.0,89974.27756224656,PPP1CA
1327,KEGG_2019_Human,Regulation of actin cytoskeleton,1/214,0.0106998949514067,0.0112348896989771,0,0,19786.0,89779.39753374986,PPP1CA
1328,KEGG_2019_Human,Herpes simplex virus 1 infection,1/492,0.0245998389796247,0.0245998389796247,0,0,19508.0,72277.44006442746,PPP1CA
1329,KEGG_2019_Human,Hippo signaling pathway,1/160,0.0079999110688441,0.0079999110688441,0,0,19840.0,95793.96509856998,CRB2
1330,KEGG_2019_Human,Hippo signaling pathway,1/160,0.0079999110688441,0.0079999110688441,0,0,19840.0,95793.96509856998,MOB1B
1331,KEGG_2019_Human,Non-small cell lung cancer,1/66,0.003299948626608,0.006599897253216,0,0,19934.0,113899.85357353876,ALK
1332,KEGG_2019_Human,Pathways in cancer,1/530,0.0264998334376226,0.0264998334376226,0,0,19470.0,70688.10970701616,ALK
1333,KEGG_2019_Human,N-Glycan biosynthesis,1/50,0.0024999572069037,0.0024999572069037,0,0,19950.0,119530.05920663515,MGAT3
1334,KEGG_2019_Human,Insulin resistance,1/108,0.0053999298011749,0.0053999298011749,0,0,19892.0,103863.47861844616,OGA
1335,KEGG_2019_Human,Cellular senescence,1/160,0.0079999110688441,0.0079999110688441,0,0,19840.0,95793.96509856998,ZFP36L1
1336,KEGG_2019_Human,Neurotrophin signaling pathway,1/119,0.0059499254985137,0.0068499188797651,0,0,19881.0,101877.73080211312,SH2B2
1337,KEGG_2019_Human,Insulin signaling pathway,1/137,0.0068499188797651,0.0068499188797651,0,0,19863.0,98987.62735269018,SH2B2
1338,KEGG_2019_Human,Retinol metabolism,1/67,0.0033499481224912,0.0033499481224912,0,0,19933.0,113594.38808369274,RDH8
1339,KEGG_2019_Human,Malaria,1/49,0.0024499577795033,0.0095998695077413,0,0,19951.0,119939.1172087114,ITGB2
1340,KEGG_2019_Human,Legionellosis,1/55,0.0027499544131125,0.0095998695077413,0,0,19945.0,117599.1294878737,ITGB2
1341,KEGG_2019_Human,Viral myocarditis,1/59,0.0029499522555206,0.0095998695077413,0,0,19941.0,116175.59385530632,ITGB2
1342,KEGG_2019_Human,Staphylococcus aureus infection,1/68,0.0033999476216189,0.0095998695077413,0,0,19932.0,113293.39338050144,ITGB2
1343,KEGG_2019_Human,Leishmaniasis,1/74,0.0036999446830449,0.0095998695077413,0,0,19926.0,111574.38983110404,ITGB2
1344,KEGG_2019_Human,Pertussis,1/76,0.0037999437281752,0.0095998695077413,0,0,19924.0,111031.8499691117,ITGB2
1345,KEGG_2019_Human,Complement and coagulation cascades,1/79,0.0039499423167337,0.0095998695077413,0,0,19921.0,110243.89578070649,ITGB2
1346,KEGG_2019_Human,Rheumatoid arthritis,1/91,0.0045499369072032,0.0095998695077413,0,0,19909.0,107362.10783923086,ITGB2
1347,KEGG_2019_Human,Amoebiasis,1/96,0.0047999347538706,0.0095998695077413,0,0,19904.0,106270.50039849174,ITGB2
1348,KEGG_2019_Human,Leukocyte transendothelial migration,1/112,0.0055999282120529,0.0100798707816953,0,0,19888.0,103119.30984392198,ITGB2
1349,KEGG_2019_Human,Natural killer cell mediated cytotoxicity,1/131,0.0065499210316603,0.0102855999456567,0,0,19869.0,99907.33811343512,ITGB2
1350,KEGG_2019_Human,Cell adhesion molecules (CAMs),1/145,0.0072499160871101,0.0102855999456567,0,0,19855.0,97820.92670675044,ITGB2
1351,KEGG_2019_Human,Phagosome,1/152,0.0075999137114971,0.0102855999456567,0,0,19848.0,96850.665715497,ITGB2
1352,KEGG_2019_Human,Hippo signaling pathway,1/160,0.0079999110688441,0.0102855999456567,0,0,19840.0,95793.96509856998,ITGB2
1353,KEGG_2019_Human,Tuberculosis,1/179,0.0089499050800561,0.0107398860960673,0,0,19821.0,93478.0629355712,ITGB2
1354,KEGG_2019_Human,Rap1 signaling pathway,1/206,0.010299897173561,0.0109498935894162,0,0,19794.0,90569.849337325,ITGB2
1355,KEGG_2019_Human,Regulation of actin cytoskeleton,1/214,0.0106998949514067,0.0109498935894162,0,0,19786.0,89779.39753374986,ITGB2
1356,KEGG_2019_Human,Human T-cell leukemia virus 1 infection,1/219,0.0109498935894162,0.0109498935894162,0,0,19781.0,89299.85161916987,ITGB2
1357,KEGG_2019_Human,B cell receptor signaling pathway,1/71,0.0035499461386618,0.0070998922773237,0,0,19929.0,112415.9585341616,PIK3AP1
1358,KEGG_2019_Human,PI3K-Akt signaling pathway,1/354,0.0176998626413668,0.0176998626413668,0,0,19646.0,79255.8617626126,PIK3AP1
1359,KEGG_2019_Human,Amino sugar and nucleotide sugar metabolism,1/48,0.0023999583567988,0.0023999583567988,0,0,19952.0,120356.5272753826,UXS1
1360,KEGG_2019_Human,Fanconi anemia pathway,1/54,0.0026999549628563,0.0026999549628563,0,0,19946.0,117971.01964061816,REV1
1361,KEGG_2019_Human,Notch signaling pathway,1/48,0.0023999583567988,0.0095998334271952,0,0,19952.0,120356.5272753826,SNW1
1362,KEGG_2019_Human,Spliceosome,1/134,0.0066999199497742,0.0100498985877989,0,0,19866.0,99442.43560916925,SNW1
1363,KEGG_2019_Human,Epstein-Barr virus infection,1/201,0.0100498985877989,0.0100498985877989,0,0,19799.0,91079.21596609056,SNW1
1364,KEGG_2019_Human,Viral carcinogenesis,1/201,0.0100498985877989,0.0100498985877989,0,0,19799.0,91079.21596609056,SNW1
1365,KEGG_2019_Human,Phagosome,1/152,0.0075999137114971,0.0075999137114971,0,0,19848.0,96850.665715497,MSR1
1366,KEGG_2019_Human,Inositol phosphate metabolism,1/74,0.0036999446830449,0.0049499334884068,0,0,19926.0,111574.38983110404,SYNJ2
1367,KEGG_2019_Human,Phosphatidylinositol signaling system,1/99,0.0049499334884068,0.0049499334884068,0,0,19901.0,105642.09305076736,SYNJ2
1368,KEGG_2019_Human,GABAergic synapse,1/89,0.0044499377838098,0.0137748695352654,0,0,19911.0,107815.380281759,GNG7
1369,KEGG_2019_Human,Morphine addiction,1/91,0.0045499369072032,0.0137748695352654,0,0,19909.0,107362.10783923086,GNG7
1370,KEGG_2019_Human,Circadian entrainment,1/97,0.0048499343304706,0.0137748695352654,0,0,19903.0,106058.9096435903,GNG7
1371,KEGG_2019_Human,Cholinergic synapse,1/112,0.0055999282120529,0.0137748695352654,0,0,19888.0,103119.30984392198,GNG7
1372,KEGG_2019_Human,Serotonergic synapse,1/113,0.0056499278191151,0.0137748695352654,0,0,19887.0,102937.34947211576,GNG7
1373,KEGG_2019_Human,Glutamatergic synapse,1/114,0.005699927427839,0.0137748695352654,0,0,19886.0,102756.96431429044,GNG7
1374,KEGG_2019_Human,Relaxin signaling pathway,1/130,0.0064999213952527,0.0137748695352654,0,0,19870.0,100064.62842845908,GNG7
1375,KEGG_2019_Human,Dopaminergic synapse,1/131,0.0065499210316603,0.0137748695352654,0,0,19869.0,99907.33811343512,GNG7
1376,KEGG_2019_Human,Apelin signaling pathway,1/137,0.0068499188797651,0.0137748695352654,0,0,19863.0,98987.62735269018,GNG7
1377,KEGG_2019_Human,Retrograde endocannabinoid signaling,1/148,0.007399915061391,0.0137748695352654,0,0,19852.0,97399.60470052566,GNG7
1378,KEGG_2019_Human,Alcoholism,1/180,0.0089999047745351,0.0137748695352654,0,0,19820.0,93362.92821536642,GNG7
1379,KEGG_2019_Human,Kaposi sarcoma-associated herpesvirus infection,1/186,0.0092999029651357,0.0137748695352654,0,0,19814.0,92684.96451050608,GNG7
1380,KEGG_2019_Human,Chemokine signaling pathway,1/190,0.0094999017791995,0.0137748695352654,0,0,19810.0,92244.74636351672,GNG7
1381,KEGG_2019_Human,Human immunodeficiency virus 1 infection,1/212,0.0105998955026255,0.0137748695352654,0,0,19788.0,89974.27756224656,GNG7
1382,KEGG_2019_Human,Human cytomegalovirus infection,1/225,0.0112498919790339,0.0137748695352654,0,0,19775.0,88738.27077557483,GNG7
1383,KEGG_2019_Human,Ras signaling pathway,1/232,0.0115998901349604,0.0137748695352654,0,0,19768.0,88101.22480150245,GNG7
1384,KEGG_2019_Human,PI3K-Akt signaling pathway,1/354,0.0176998626413668,0.0197821994227041,0,0,19646.0,79255.8617626126,GNG7
1385,KEGG_2019_Human,Olfactory transduction,1/444,0.0221998465247771,0.0234331713317091,0,0,19556.0,74462.79263140135,GNG7
1386,KEGG_2019_Human,Pathways in cancer,1/530,0.0264998334376226,0.0264998334376226,0,0,19470.0,70688.10970701616,GNG7
1387,KEGG_2019_Human,Pyrimidine metabolism,1/57,0.002849953326298,0.0053999298011749,0,0,19943.0,116875.00742975442,TK1
1388,KEGG_2019_Human,Drug metabolism,1/108,0.0053999298011749,0.0053999298011749,0,0,19892.0,103863.47861844616,TK1
1389,KEGG_2019_Human,Cholesterol metabolism,1/50,0.0024999572069037,0.0030499512001654,0,0,19950.0,119530.05920663515,LIPC
1390,KEGG_2019_Human,Glycerolipid metabolism,1/61,0.0030499512001654,0.0030499512001654,0,0,19939.0,115499.24335773686,LIPC
1391,KEGG_2019_Human,Ubiquitin mediated proteolysis,1/137,0.0068499188797651,0.0068499188797651,0,0,19863.0,98987.62735269018,KLHL13
1392,KEGG_2019_Human,Epithelial cell signaling in Helicobacter pylori infection,1/68,0.0033999476216189,0.0115831969546933,0,0,19932.0,113293.39338050144,MAP2K4
1393,KEGG_2019_Human,Fc epsilon RI signaling pathway,1/68,0.0033999476216189,0.0115831969546933,0,0,19932.0,113293.39338050144,MAP2K4
1394,KEGG_2019_Human,ErbB signaling pathway,1/85,0.004249939567045,0.0115831969546933,0,0,19915.0,108752.83801948265,MAP2K4
1395,KEGG_2019_Human,GnRH signaling pathway,1/93,0.0046499360391879,0.0115831969546933,0,0,19907.0,106918.54242106884,MAP2K4
1396,KEGG_2019_Human,Chagas disease (American trypanosomiasis),1/103,0.0051499318302617,0.0115831969546933,0,0,19897.0,104832.7525292024,MAP2K4
1397,KEGG_2019_Human,Toll-like receptor signaling pathway,1/104,0.0051999314202997,0.0115831969546933,0,0,19896.0,104635.24941415618,MAP2K4
1398,KEGG_2019_Human,TNF signaling pathway,1/110,0.0054999290027479,0.0115831969546933,0,0,19890.0,103488.06969787036,MAP2K4
1399,KEGG_2019_Human,Relaxin signaling pathway,1/130,0.0064999213952527,0.0115831969546933,0,0,19870.0,100064.62842845908,MAP2K4
1400,KEGG_2019_Human,Fluid shear stress and atherosclerosis,1/139,0.006949918172816,0.0115831969546933,0,0,19861.0,98689.81333375497,MAP2K4
1401,KEGG_2019_Human,Hepatitis B,1/163,0.0081499100978668,0.0115960368320757,0,0,19837.0,95410.9786681514,MAP2K4
1402,KEGG_2019_Human,Influenza A,1/171,0.0085499075557634,0.0115960368320757,0,0,19829.0,94422.42241345016,MAP2K4
1403,KEGG_2019_Human,Kaposi sarcoma-associated herpesvirus infection,1/186,0.0092999029651357,0.0115960368320757,0,0,19814.0,92684.96451050608,MAP2K4
1404,KEGG_2019_Human,Epstein-Barr virus infection,1/201,0.0100498985877989,0.0115960368320757,0,0,19799.0,91079.21596609056,MAP2K4
1405,KEGG_2019_Human,Human T-cell leukemia virus 1 infection,1/219,0.0109498935894162,0.0117320288458031,0,0,19781.0,89299.85161916987,MAP2K4
1406,KEGG_2019_Human,MAPK signaling pathway,1/295,0.0147498749536506,0.0147498749536506,0,0,19705.0,83086.53988020132,MAP2K4
1407,KEGG_2019_Human,Protein processing in endoplasmic reticulum,1/165,0.0082499094553477,0.0082499094553477,0,0,19835.0,95159.46482222488,UGGT2
1408,KEGG_2019_Human,Basal cell carcinoma,1/63,0.0031499501598827,0.0109198810514423,0,0,19937.0,114844.46974572667,FZD5
1409,KEGG_2019_Human,Melanogenesis,1/101,0.0050499326546803,0.0109198810514423,0,0,19899.0,105233.48101229242,FZD5
1410,KEGG_2019_Human,Signaling pathways regulating pluripotency of stem cells,1/139,0.006949918172816,0.0109198810514423,0,0,19861.0,98689.81333375497,FZD5
1411,KEGG_2019_Human,Breast cancer,1/147,0.0073499154017982,0.0109198810514423,0,0,19853.0,97539.10874372096,FZD5
1412,KEGG_2019_Human,Gastric cancer,1/149,0.0074499147221605,0.0109198810514423,0,0,19851.0,97261.02051561224,FZD5
1413,KEGG_2019_Human,mTOR signaling pathway,1/152,0.0075999137114971,0.0109198810514423,0,0,19848.0,96850.665715497,FZD5
1414,KEGG_2019_Human,Cushing syndrome,1/155,0.0077499127120574,0.0109198810514423,0,0,19845.0,96448.16254952336,FZD5
1415,KEGG_2019_Human,Wnt signaling pathway,1/158,0.0078999117225733,0.0109198810514423,0,0,19842.0,96053.2110949472,FZD5
1416,KEGG_2019_Human,Hippo signaling pathway,1/160,0.0079999110688441,0.0109198810514423,0,0,19840.0,95793.96509856998,FZD5
1417,KEGG_2019_Human,Hepatocellular carcinoma,1/168,0.0083999085011095,0.0109198810514423,0,0,19832.0,94787.72752807094,FZD5
1418,KEGG_2019_Human,Proteoglycans in cancer,1/201,0.0100498985877989,0.0118771528764897,0,0,19799.0,91079.21596609056,FZD5
1419,KEGG_2019_Human,Human papillomavirus infection,1/330,0.0164998674589645,0.0178748564138782,0,0,19670.0,80733.60565076157,FZD5
1420,KEGG_2019_Human,Pathways in cancer,1/530,0.0264998334376226,0.0264998334376226,0,0,19470.0,70688.10970701616,FZD5
1421,KEGG_2019_Human,Mucin type O-glycan biosynthesis,1/31,0.0015499690656704,0.0015499690656704,0,0,19969.0,129189.85098816035,GALNT9
1422,KEGG_2019_Human,Maturity onset diabetes of the young,1/26,0.0012999726251831,0.0062998949133314,0,0,19974.0,132735.46073187632,HES1
1423,KEGG_2019_Human,Notch signaling pathway,1/48,0.0023999583567988,0.0062998949133314,0,0,19952.0,120356.5272753826,HES1
1424,KEGG_2019_Human,Fanconi anemia pathway,1/54,0.0026999549628563,0.0062998949133314,0,0,19946.0,117971.01964061816,HES1
1425,KEGG_2019_Human,Breast cancer,1/147,0.0073499154017982,0.0128623519531469,0,0,19853.0,97539.10874372096,HES1
1426,KEGG_2019_Human,Epstein-Barr virus infection,1/201,0.0100498985877989,0.0140698580229185,0,0,19799.0,91079.21596609056,HES1
1427,KEGG_2019_Human,Human papillomavirus infection,1/330,0.0164998674589645,0.0192498453687919,0,0,19670.0,80733.60565076157,HES1
1428,KEGG_2019_Human,Pathways in cancer,1/530,0.0264998334376226,0.0264998334376226,0,0,19470.0,70688.10970701616,HES1
1429,KEGG_2019_Human,Tight junction,1/170,0.0084999078692823,0.0084999078692823,0,0,19830.0,94543.49009679438,MYH8
1430,KEGG_2019_Human,Vitamin B6 metabolism,1/6,0.0002999905873105514,0.0002999905873105514,0,0,19994.0,162186.51863187927,PNPO
1431,KEGG_2019_Human,Synaptic vesicle cycle,1/78,0.0038999427840466,0.0038999427840466,0,0,19922.0,110503.2180492851,UNC13C
1432,KEGG_2019_Human,Glycerolipid metabolism,1/61,0.0030499512001654,0.0061874168605085,0,0,19939.0,115499.24335773686,DGKB
1433,KEGG_2019_Human,Glycerophospholipid metabolism,1/97,0.0048499343304706,0.0061874168605085,0,0,19903.0,106058.9096435903,DGKB
1434,KEGG_2019_Human,Phosphatidylinositol signaling system,1/99,0.0049499334884068,0.0061874168605085,0,0,19901.0,105642.09305076736,DGKB
1435,KEGG_2019_Human,Choline metabolism in cancer,1/99,0.0049499334884068,0.0061874168605085,0,0,19901.0,105642.09305076736,DGKB
1436,KEGG_2019_Human,Phospholipase D signaling pathway,1/148,0.007399915061391,0.007399915061391,0,0,19852.0,97399.60470052566,DGKB
1437,KEGG_2019_Human,Axon guidance,1/181,0.0090499044707863,0.0090499044707863,0,0,19819.0,93248.41634586031,PLXNA2
1438,KEGG_2019_Human,Basal transcription factors,1/45,0.0022499601197094,0.0022499601197094,0,0,19955.0,121662.49782449217,TAF6L
1439,KEGG_2019_Human,Fanconi anemia pathway,1/54,0.0026999549628563,0.0026999549628563,0,0,19946.0,117971.01964061816,POLN
1440,KEGG_2019_Human,p53 signaling pathway,1/72,0.0035999456502131,0.0035999456502131,0,0,19928.0,112131.59838572376,CD82
1441,KEGG_2019_Human,Mismatch repair,1/23,0.0011499748819949,0.0023499589392381,0,0,19977.0,135204.63922267244,POLD2
1442,KEGG_2019_Human,Base excision repair,1/33,0.0016499677032113,0.0023499589392381,0,0,19967.0,127928.56031580272,POLD2
1443,KEGG_2019_Human,DNA replication,1/36,0.0017999657178272,0.0023499589392381,0,0,19964.0,126172.23364250171,POLD2
1444,KEGG_2019_Human,Homologous recombination,1/41,0.0020499625466866,0.0023499589392381,0,0,19959.0,123544.88783416104,POLD2
1445,KEGG_2019_Human,Nucleotide excision repair,1/47,0.0023499589392381,0.0023499589392381,0,0,19953.0,120782.64067395544,POLD2
1446,KEGG_2019_Human,Endocytosis,1/244,0.0121998870519305,0.0121998870519305,0,0,19756.0,87051.4275316661,RAB11FIP5
1447,KEGG_2019_Human,Nicotine addiction,1/40,0.0019999631680592,0.0079332111171108,0,0,19960.0,124043.94523066044,GRIN3B
1448,KEGG_2019_Human,Cocaine addiction,1/49,0.0024499577795033,0.0079332111171108,0,0,19951.0,119939.1172087114,GRIN3B
1449,KEGG_2019_Human,Amphetamine addiction,1/68,0.0033999476216189,0.0079332111171108,0,0,19932.0,113293.39338050144,GRIN3B
1450,KEGG_2019_Human,Glutamatergic synapse,1/114,0.005699927427839,0.0099748729987182,0,0,19886.0,102756.96431429044,GRIN3B
1451,KEGG_2019_Human,Alcoholism,1/180,0.0089999047745351,0.0123665447530631,0,0,19820.0,93362.92821536642,GRIN3B
1452,KEGG_2019_Human,cAMP signaling pathway,1/212,0.0105998955026255,0.0123665447530631,0,0,19788.0,89974.27756224656,GRIN3B
