"Name","BQ Project","BQ Dataset","BQ Table","Full ID","Program","Category","Reference Genome","Source","Data Type","Exp. Strategy","Status","Rows","Created","Example Joins","Description","Labels","Fields"
"MSK SCLC CANCER CELLS RU1215 R3 VERSIONED","isb-cgc-bq","HTAN_versioned","scRNAseq_MSK_SCLC_RU1215_epithelial_cells_r3","`isb-cgc-bq.HTAN_versioned.scRNAseq_MSK_SCLC_RU1215_epithelial_cells_r3`","HTAN","PROCESSED -OMICS DATA","hg38","HTAN-MSK","GENE EXPRESSION","","CURRENT","13,116,970","6/5/2023","","Data was derived in April 2023 from an H5AD file (Synapse ID: syn51301559) submitted by the MSK HTAN Center. This data set is subsetted from the SCLC compartment for sample RU1215 only and contains both raw gene expression counts and log2(X+1) transformed, median-normalized expression (N=3,923 cells).","access:open, category:processed_-omics_data, data_type:gene_expression, program:htan, reference_genome:hg38, source:htan-msk, status:current","iObs, iVar, X_value, n_genes_by_counts, log1p_n_genes_by_counts, total_counts, log1p_total_counts, mito_frac, RBP_frac, batch, donor_id, procedure, clusters, recurrent_cluster, SCLC_subtype, clusters_fine, disease_ontology_term_id, tissue_ontology_term_id, cell_type_ontology_term_id, organism_ontology_term_id, is_primary_data, assay_ontology_term_id, sex_ontology_term_id, self_reported_ethnicity_ontology_term_id, development_stage_ontology_term_id, suspension_type, HTAN_Biospecimen_ID, HTAN_Participant_ID, cell_type, assay, disease, organism, sex, tissue, self_reported_ethnicity, development_stage, feature_is_filtered, feature_name, feature_reference, feature_biotype,"
"MSK SCLC IMMUNE CELLS","isb-cgc-bq","HTAN","scRNAseq_MSK_SCLC_immune_cells_current","`isb-cgc-bq.HTAN.scRNAseq_MSK_SCLC_immune_cells_current`","HTAN","PROCESSED -OMICS DATA","hg38","HTAN-MSK","GENE EXPRESSION","","CURRENT","21,202,378","6/5/2023","","Data was derived in April 2023 from an H5AD file (Synapse ID: syn51301561) submitted by the MSK HTAN Center. This dataset is subsetted from the combined dataset restricted to SCLC tumors, based on cluster-based PTPRC (CD45) positivity. It contains both raw gene expression counts and log2(X+1) transformed, median-normalized expression (N=16,098 cells).","access:open, category:processed_-omics_data, data_type:gene_expression, program:htan, reference_genome:hg38, source:htan-msk, status:current","iObs, iVar, X_value, n_genes_by_counts, log1p_n_genes_by_counts, total_counts, log1p_total_counts, mito_frac, RBP_frac, batch, donor_id, treatment, procedure, author_cell_type, cell_type_broad, clusters, treatment_categorized, subtype, H_treatment, H_subtype, cell_type_ontology_term_id, tissue_ontology_term_id, disease_ontology_term_id, organism_ontology_term_id, is_primary_data, development_stage_ontology_term_id, assay_ontology_term_id, sex_ontology_term_id, self_reported_ethnicity_ontology_term_id, suspension_type, HTAN_Biospecimen_ID, HTAN_Participant_ID, cell_type, assay, disease, organism, sex, tissue, self_reported_ethnicity, development_stage, feature_is_filtered, feature_name, feature_reference, feature_biotype,"
"MSK SCLC IMMUNE CELLS R3 VERSIONED","isb-cgc-bq","HTAN_versioned","scRNAseq_MSK_SCLC_immune_cells_r3","`isb-cgc-bq.HTAN_versioned.scRNAseq_MSK_SCLC_immune_cells_r3`","HTAN","PROCESSED -OMICS DATA","hg38","HTAN-MSK","GENE EXPRESSION","","CURRENT","21,202,378","6/5/2023","","Data was derived in April 2023 from an H5AD file (Synapse ID: syn51301561) submitted by the MSK HTAN Center. This dataset is subsetted from the combined dataset restricted to SCLC tumors, based on cluster-based PTPRC (CD45) positivity. It contains both raw gene expression counts and log2(X+1) transformed, median-normalized expression (N=16,098 cells).","access:open, category:processed_-omics_data, data_type:gene_expression, program:htan, reference_genome:hg38, source:htan-msk, status:current","iObs, iVar, X_value, n_genes_by_counts, log1p_n_genes_by_counts, total_counts, log1p_total_counts, mito_frac, RBP_frac, batch, donor_id, treatment, procedure, author_cell_type, cell_type_broad, clusters, treatment_categorized, subtype, H_treatment, H_subtype, cell_type_ontology_term_id, tissue_ontology_term_id, disease_ontology_term_id, organism_ontology_term_id, is_primary_data, development_stage_ontology_term_id, assay_ontology_term_id, sex_ontology_term_id, self_reported_ethnicity_ontology_term_id, suspension_type, HTAN_Biospecimen_ID, HTAN_Participant_ID, cell_type, assay, disease, organism, sex, tissue, self_reported_ethnicity, development_stage, feature_is_filtered, feature_name, feature_reference, feature_biotype,"
"MSK SCLC MESENCHYMAL CELLS","isb-cgc-bq","HTAN","scRNAseq_MSK_SCLC_Mesenchymal_cells_current","`isb-cgc-bq.HTAN.scRNAseq_MSK_SCLC_Mesenchymal_cells_current`","HTAN","PROCESSED -OMICS DATA","hg38","HTAN-MSK","GENE EXPRESSION","","CURRENT","13,829,742","6/5/2023","","Data was derived in April 2023 from an H5AD file (Synapse ID: syn51301554) submitted by the MSK HTAN Center. This dataset is subsetted from the combined dataset based on cluster-based COL1A1 or CLDN5 positivity. It contains both raw gene expression counts and log2(X+1) transformed, median-normalized expression (N=8,030 cells).","access:open, category:processed_-omics_data, data_type:gene_expression, program:htan, reference_genome:hg38, source:htan-msk, status:current","iObs, iVar, X_value, n_genes_by_counts, log1p_n_genes_by_counts, total_counts, log1p_total_counts, mito_frac, RBP_frac, batch, donor_id, treatment, histo, procedure, clusters, author_cell_type, clusters_fine, cell_type_ontology_term_id, disease_ontology_term_id, tissue_ontology_term_id, organism_ontology_term_id, development_stage_ontology_term_id, assay_ontology_term_id, sex_ontology_term_id, self_reported_ethnicity_ontology_term_id, is_primary_data, suspension_type, HTAN_Biospecimen_ID, HTAN_Participant_ID, cell_type, assay, disease, organism, sex, tissue, self_reported_ethnicity, development_stage, feature_is_filtered, feature_name, feature_reference, feature_biotype,"
"MSK SCLC MESENCHYMAL CELLS R3 VERSIONED","isb-cgc-bq","HTAN_versioned","scRNAseq_MSK_SCLC_Mesenchymal_cells_r3","`isb-cgc-bq.HTAN_versioned.scRNAseq_MSK_SCLC_Mesenchymal_cells_r3`","HTAN","PROCESSED -OMICS DATA","hg38","HTAN-MSK","GENE EXPRESSION","","CURRENT","13,829,742","6/5/2023","","Data was derived in April 2023 from an H5AD file (Synapse ID: syn51301554) submitted by the MSK HTAN Center. This dataset is subsetted from the combined dataset based on cluster-based COL1A1 or CLDN5 positivity. It contains both raw gene expression counts and log2(X+1) transformed, median-normalized expression (N=8,030 cells).","access:open, category:processed_-omics_data, data_type:gene_expression, program:htan, reference_genome:hg38, source:htan-msk, status:current","iObs, iVar, X_value, n_genes_by_counts, log1p_n_genes_by_counts, total_counts, log1p_total_counts, mito_frac, RBP_frac, batch, donor_id, treatment, histo, procedure, clusters, author_cell_type, clusters_fine, cell_type_ontology_term_id, disease_ontology_term_id, tissue_ontology_term_id, organism_ontology_term_id, development_stage_ontology_term_id, assay_ontology_term_id, sex_ontology_term_id, self_reported_ethnicity_ontology_term_id, is_primary_data, suspension_type, HTAN_Biospecimen_ID, HTAN_Participant_ID, cell_type, assay, disease, organism, sex, tissue, self_reported_ethnicity, development_stage, feature_is_filtered, feature_name, feature_reference, feature_biotype,"
"MSK SCLC MYELOID CELLS SAMPLES ONLY","isb-cgc-bq","HTAN","scRNAseq_MSK_Myeloid_SCLC_samples_only_current","`isb-cgc-bq.HTAN.scRNAseq_MSK_Myeloid_SCLC_samples_only_current`","HTAN","PROCESSED -OMICS DATA","hg38","HTAN-MSK","GENE EXPRESSION","","CURRENT","3,554,077","6/5/2023","","Data was derived in April 2023 from an H5AD file (Synapse ID: syn51301557) submitted by the MSK HTAN Center. This dataset is subsetted from the immune dataset and contains both raw gene expression counts and log2(X+1) transformed, median-normalized expression (N=14,072 cells).","access:open, category:processed_-omics_data, data_type:gene_expression, program:htan, reference_genome:hg38, source:htan-msk, status:current","iObs, iVar, X_value, n_genes_by_counts, log1p_n_genes_by_counts, total_counts, log1p_total_counts, mito_frac, RBP_frac, batch, donor_id, treatment, procedure, author_cell_type, cell_type_cluster, clusters, PLCG2_Tumor_Subclone, Mo_M_metacluster, IPF_a1, IPF_a2, IPF_a3, IPF_associated, IPF_Monocytic, IPF_Fibrotic, cell_type_ontology_term_id, tissue_ontology_term_id, disease_ontology_term_id, assay_ontology_term_id, sex_ontology_term_id, self_reported_ethnicity_ontology_term_id, organism_ontology_term_id, is_primary_data, development_stage_ontology_term_id, suspension_type, HTAN_Biospecimen_ID, HTAN_Participant_ID, cell_type, assay, disease, organism, sex, tissue, self_reported_ethnicity, development_stage, feature_is_filtered, feature_name, feature_reference, feature_biotype,"
"MSK SCLC MYELOID CELLS SAMPLES ONLY R3 VERSIONED","isb-cgc-bq","HTAN_versioned","scRNAseq_MSK_Myeloid_SCLC_samples_only_r3","`isb-cgc-bq.HTAN_versioned.scRNAseq_MSK_Myeloid_SCLC_samples_only_r3`","HTAN","PROCESSED -OMICS DATA","hg38","HTAN-MSK","GENE EXPRESSION","","CURRENT","3,554,077","6/5/2023","","Data was derived in April 2023 from an H5AD file (Synapse ID: syn51301557) submitted by the MSK HTAN Center. This dataset is subsetted from the immune dataset and contains both raw gene expression counts and log2(X+1) transformed, median-normalized expression (N=14,072 cells).","access:open, category:processed_-omics_data, data_type:gene_expression, program:htan, reference_genome:hg38, source:htan-msk, status:current","iObs, iVar, X_value, n_genes_by_counts, log1p_n_genes_by_counts, total_counts, log1p_total_counts, mito_frac, RBP_frac, batch, donor_id, treatment, procedure, author_cell_type, cell_type_cluster, clusters, PLCG2_Tumor_Subclone, Mo_M_metacluster, IPF_a1, IPF_a2, IPF_a3, IPF_associated, IPF_Monocytic, IPF_Fibrotic, cell_type_ontology_term_id, tissue_ontology_term_id, disease_ontology_term_id, assay_ontology_term_id, sex_ontology_term_id, self_reported_ethnicity_ontology_term_id, organism_ontology_term_id, is_primary_data, development_stage_ontology_term_id, suspension_type, HTAN_Biospecimen_ID, HTAN_Participant_ID, cell_type, assay, disease, organism, sex, tissue, self_reported_ethnicity, development_stage, feature_is_filtered, feature_name, feature_reference, feature_biotype,"
"NCBI GENE INFORMATION HUMAN","isb-cgc-bq","annotations","gene_info_human_NCBI_current","`isb-cgc-bq.annotations.gene_info_human_NCBI_current`","","REFERENCE DATABASE","","NCBI","GENOME ANNOTATION","","CURRENT","131,747","2/2/2022","","Data was extracted from NCBI in 7/16/2020. Contains Human gene information including Entrez gene id and HUGO gene symbol provided by NCBI. Note, data was downloaded from  https://ftp.ncbi.nlm.nih.gov/gene/DATA/GENE_INFO/Mammalia/Homo_sapiens.gene_info.gz, additional details can be found in https://ftp.ncbi.nlm.nih.gov/gene/DATA/README","accesss:open, category:reference_database, data_type:genome_annotation, source:ncbi, status:current","Alias, Gene, EntrezID,"
"NCBI GENE INFORMATION HUMAN 2020 07 VERSIONED","isb-cgc-bq","annotations_versioned","gene_info_human_NCBI_2020_07","`isb-cgc-bq.annotations_versioned.gene_info_human_NCBI_2020_07`","","REFERENCE DATABASE","","NCBI","GENOME ANNOTATION","","CURRENT","131,747","2/2/2022","","Data was extracted from NCBI in 7/16/2020. Contains Human gene information including Entrez gene id and HUGO gene symbol provided by NCBI. Note, data was downloaded from  https://ftp.ncbi.nlm.nih.gov/gene/DATA/GENE_INFO/Mammalia/Homo_sapiens.gene_info.gz, additional details can be found in https://ftp.ncbi.nlm.nih.gov/gene/DATA/README","accesss:open, category:reference_database, data_type:genome_annotation, source:ncbi, status:current","Alias, Gene, EntrezID,"
"NCBI GENE INFORMATION HUMAN HGNC","isb-cgc-bq","synthetic_lethality","gene_info_human_HGNC_NCBI_2020_07","`isb-cgc-bq.synthetic_lethality.gene_info_human_HGNC_NCBI_2020_07`","","REFERENCE DATABASE","","NCBI","GENOME ANNOTATION","","CURRENT","131,741","2/2/2022","","Contains data extracted from the BigQuery table isb-cgc-bq.annotations.gene_info_human_NCBI plus a columns with HGNC ids obtained from from https://www.genenames.org/. Note: additional information in https://ftp.ncbi.nlm.nih.gov/gene/DATA/README","accesss:open, category:reference_database, data_type:genome_annotation, source:ncbi, status:current","Alias, Gene, EntrezID, HGNCID,"
"NCBI GENE TO ENSEMBL MAP","isb-cgc-bq","annotations","gene2ensembl_human_NCBI_current","`isb-cgc-bq.annotations.gene2ensembl_human_NCBI_current`","","REFERENCE DATABASE","","NCBI","GENOME ANNOTATION","","CURRENT","62,509","2/2/2022","","Data was extracted from NCBI in 7/16/2020. Contains matches between NCBI and Ensembl annotation based on comparison of rna and protein features. Note, data was downloaded from  https://ftp.ncbi.nlm.nih.gov/gene/DATA/gene2ensembl.gz , additional details can be found in https://ftp.ncbi.nlm.nih.gov/gene/DATA/README","accesss:open, category:reference_database, data_type:genome_annotation, source:ncbi, status:current","tax_id, GeneID, Ensembl_gene_identifier, RNA_nucleotide_accession_version, Ensembl_rna_identifier, protein_accession_version, Ensembl_protein_identifier,"
"NCBI GENE TO ENSEMBL MAP 2020 07 VERSIONED","isb-cgc-bq","annotations_versioned","gene2ensembl_human_NCBI_2020_07","`isb-cgc-bq.annotations_versioned.gene2ensembl_human_NCBI_2020_07`","","REFERENCE DATABASE","","NCBI","GENOME ANNOTATION","","CURRENT","62,509","2/2/2022","","Data was extracted from NCBI in 7/16/2020. Contains matches between NCBI and Ensembl annotation based on comparison of rna and protein features. Note, data was downloaded from  https://ftp.ncbi.nlm.nih.gov/gene/DATA/gene2ensembl.gz , additional details can be found in https://ftp.ncbi.nlm.nih.gov/gene/DATA/README","accesss:open, category:reference_database, data_type:genome_annotation, source:ncbi, status:current","tax_id, GeneID, Ensembl_gene_identifier, RNA_nucleotide_accession_version, Ensembl_rna_identifier, protein_accession_version, Ensembl_protein_identifier,"
"NCBI GENE TO REFSEQ MAP","isb-cgc-bq","annotations","gene2refseq_human_NCBI_current","`isb-cgc-bq.annotations.gene2refseq_human_NCBI_current`","","REFERENCE DATABASE","","NCBI","GENOME ANNOTATION","","CURRENT","236,909","2/2/2022","","Data was extracted from NCBI in 7/16/2020. Contains  matches between NCBI and Ensembl annotation based on comparison of rna and protein features. Note, data was downloaded from  https://ftp.ncbi.nlm.nih.gov/gene/DATA/gene2refseq.gz, additional details can be found in https://ftp.ncbi.nlm.nih.gov/gene/DATA/README","accesss:open, category:reference_database, data_type:genome_annotation, source:ncbi, status:current","tax_id, GeneID, status, RNA_nucleotide_accession_version, RNA_nucleotide_gi, protein_accession_version, protein_gi, genomic_nucleotide_accession_version, genomic_nucleotide_gi, start_position_on_the_genomic_accession, end_position_on_the_genomic_accession, orientation, assembly, mature_peptide_accession_version, mature_peptide_gi, Symbol,"
"NCBI GENE TO REFSEQ MAP 2020 07 VERSIONED","isb-cgc-bq","annotations_versioned","gene2refseq_human_NCBI_2020_07","`isb-cgc-bq.annotations_versioned.gene2refseq_human_NCBI_2020_07`","","REFERENCE DATABASE","","NCBI","GENOME ANNOTATION","","CURRENT","236,909","2/2/2022","","Data was extracted from NCBI in 7/16/2020. Contains  matches between NCBI and Ensembl annotation based on comparison of rna and protein features. Note, data was downloaded from  https://ftp.ncbi.nlm.nih.gov/gene/DATA/gene2refseq.gz, additional details can be found in https://ftp.ncbi.nlm.nih.gov/gene/DATA/README","accesss:open, category:reference_database, data_type:genome_annotation, source:ncbi, status:current","tax_id, GeneID, status, RNA_nucleotide_accession_version, RNA_nucleotide_gi, protein_accession_version, protein_gi, genomic_nucleotide_accession_version, genomic_nucleotide_gi, start_position_on_the_genomic_accession, end_position_on_the_genomic_accession, orientation, assembly, mature_peptide_accession_version, mature_peptide_gi, Symbol,"
"NCICCR CLINICAL DATA","isb-cgc-bq","NCICCR","clinical_gdc_current","`isb-cgc-bq.NCICCR.clinical_gdc_current`","NCICCR","CLINICAL BIOSPECIMEN DATA","","CDA, GDC","CLINICAL DATA","","CURRENT","489","12/13/2023","1","Data for the NCICCR program was extracted by CDA using the GDC API in September 2023. This table contains information about NCICCR patient cases and their clinical information.  More details: see https://docs.gdc.cancer.gov/Encyclopedia/pages/Clinical_Data/","access:open, category:clinical_biospecimen_data, data_type:clinical_data, program:nciccr, source_0:cda, source_1:gdc, status:current","submitter_id, case_id, primary_site, disease_type, proj__name, proj__project_id, demo__demographic_id, demo__gender, demo__vital_status, demo__state, demo__created_datetime, demo__updated_datetime, diag__diagnosis_id, diag__primary_diagnosis, diag__international_prognostic_index, diag__site_of_resection_or_biopsy, diag__age_at_diagnosis, diag__days_to_last_follow_up, diag__ann_arbor_clinical_stage, diag__tissue_or_organ_of_origin, diag__state, diag__created_datetime, diag__updated_datetime, state, created_datetime, updated_datetime,"
"NCICCR CLINICAL DATA REL38 VERSIONED","isb-cgc-bq","NCICCR_versioned","clinical_gdc_r38","`isb-cgc-bq.NCICCR_versioned.clinical_gdc_r38`","NCICCR","CLINICAL BIOSPECIMEN DATA","","CDA, GDC","CLINICAL DATA","","CURRENT","489","12/13/2023","","Data for the NCICCR program was extracted by CDA using the GDC API in September 2023. This table contains information about NCICCR patient cases and their clinical information.  More details: see https://docs.gdc.cancer.gov/Encyclopedia/pages/Clinical_Data/","access:open, category:clinical_biospecimen_data, data_type:clinical_data, program:nciccr, source_0:cda, source_1:gdc, status:current","submitter_id, case_id, primary_site, disease_type, proj__name, proj__project_id, demo__demographic_id, demo__gender, demo__vital_status, demo__state, demo__created_datetime, demo__updated_datetime, diag__diagnosis_id, diag__primary_diagnosis, diag__international_prognostic_index, diag__site_of_resection_or_biopsy, diag__age_at_diagnosis, diag__days_to_last_follow_up, diag__ann_arbor_clinical_stage, diag__tissue_or_organ_of_origin, diag__state, diag__created_datetime, diag__updated_datetime, state, created_datetime, updated_datetime,"
"NCICCR HG38 PER SAMPLE FILE METADATA","isb-cgc-bq","NCICCR","per_sample_file_metadata_hg38_gdc_current","`isb-cgc-bq.NCICCR.per_sample_file_metadata_hg38_gdc_current`","NCICCR","METADATA","hg38","CDA, GDC","FILE METADATA","","CURRENT","5,286","6/28/2024","1","Data was extracted from file metadata information for NCICCR provided by CDA in April 2024 from the GDC release 40. More details: https://docs.gdc.cancer.gov/Data/Release_Notes/Data_Release_Notes/#data-release-400","access:open, category:metadata, data_type:file_metadata, program:nciccr, reference_genome_0:hg38, source_0:cda, source_1:gdc, status:current","file_gdc_id, case_gdc_id, case_barcode, sample_gdc_id, sample_barcode, sample_type_name, project_short_name, project_short_name_suffix, program_name, data_type, data_category, experimental_strategy, file_type, file_size, data_format, platform, file_name_key, index_file_id, index_file_name_key, index_file_size, access, acl,"
"NCICCR HG38 PER SAMPLE FILE METADATA REL40 VERSIONED","isb-cgc-bq","NCICCR_versioned","per_sample_file_metadata_hg38_gdc_r40","`isb-cgc-bq.NCICCR_versioned.per_sample_file_metadata_hg38_gdc_r40`","NCICCR","METADATA","hg38","CDA, GDC","FILE METADATA","","CURRENT","5,286","6/28/2024","","Data was extracted from file metadata information for NCICCR provided by CDA in April 2024 from the GDC release 40. More details: https://docs.gdc.cancer.gov/Data/Release_Notes/Data_Release_Notes/#data-release-400","access:open, category:metadata, data_type:file_metadata, program:nciccr, reference_genome_0:hg38, source_0:cda, source_1:gdc, status:current","file_gdc_id, case_gdc_id, case_barcode, sample_gdc_id, sample_barcode, sample_type_name, project_short_name, project_short_name_suffix, program_name, data_type, data_category, experimental_strategy, file_type, file_size, data_format, platform, file_name_key, index_file_id, index_file_name_key, index_file_size, access, acl,"
"NCICCR HG38 RNASEQ GENE EXPRESSION","isb-cgc-bq","NCICCR","RNAseq_hg38_gdc_current","`isb-cgc-bq.NCICCR.RNAseq_hg38_gdc_current`","NCICCR","PROCESSED -OMICS DATA","hg38","GDC","GENE EXPRESSION","RNASEQ","CURRENT","29,179,384","1/30/2023","","RNAseq data of the NCICCR program was extracted from release 35 of the active GDC archive in December 2022. The mRNA expression data was originally generated by Illumina GA or HiSeq sequencing runs and quantified using the GDC RNAseq analysis pipeline. RNA-Seq expression values, such as stranded and unstranded read counts per gene are produced by STAR. GDC also generated normalized values in the forms of FPKM and FPKM Upper Quartile using a custom pipeline.","access:open, category:processed_-omics_data, data_type:gene_expression, experimental_strategy:rnaseq, program:nciccr, reference_genome_0:hg38, source:gdc, status:current","project_short_name, primary_site, case_barcode, sample_barcode, aliquot_barcode, gene_name, gene_type, Ensembl_gene_id, Ensembl_gene_id_v, unstranded, stranded_first, stranded_second, tpm_unstranded, fpkm_unstranded, fpkm_uq_unstranded, sample_type_name, case_gdc_id, sample_gdc_id, aliquot_gdc_id, file_gdc_id, platform,"
"NCICCR HG38 RNASEQ GENE EXPRESSION REL 35 VERSIONED","isb-cgc-bq","NCICCR_versioned","RNAseq_hg38_gdc_r35","`isb-cgc-bq.NCICCR_versioned.RNAseq_hg38_gdc_r35`","NCICCR","PROCESSED -OMICS DATA","hg38","GDC","GENE EXPRESSION","RNASEQ","CURRENT","29,179,384","1/30/2023","","RNAseq data of the NCICCR program was extracted from release 35 of the active GDC archive in December 2022. The mRNA expression data was originally generated by Illumina GA or HiSeq sequencing runs and quantified using the GDC RNAseq analysis pipeline. RNA-Seq expression values, such as stranded and unstranded read counts per gene are produced by STAR. GDC also generated normalized values in the forms of FPKM and FPKM Upper Quartile using a custom pipeline.","access:open, category:processed_-omics_data, data_type:gene_expression, experimental_strategy:rnaseq, program:nciccr, reference_genome_0:hg38, source:gdc, status:current","project_short_name, primary_site, case_barcode, sample_barcode, aliquot_barcode, gene_name, gene_type, Ensembl_gene_id, Ensembl_gene_id_v, unstranded, stranded_first, stranded_second, tpm_unstranded, fpkm_unstranded, fpkm_uq_unstranded, sample_type_name, case_gdc_id, sample_gdc_id, aliquot_gdc_id, file_gdc_id, platform,"
"OHSU CLINICAL DATA","isb-cgc-bq","OHSU","clinical_gdc_current","`isb-cgc-bq.OHSU.clinical_gdc_current`","OHSU","CLINICAL BIOSPECIMEN DATA","","CDA, GDC","CLINICAL DATA","","CURRENT","176","12/13/2023","1","Data for the OHSU program was extracted by CDA using the GDC API in September 2023. This table contains information about OHSU patient cases and their clinical information.  More details: see https://docs.gdc.cancer.gov/Encyclopedia/pages/Clinical_Data/","access:open, category:clinical_biospecimen_data, data_type:clinical_data, program:ohsu, source_0:cda, source_1:gdc, status:current","submitter_id, case_id, primary_site, disease_type, index_date, proj__name, proj__project_id, demo__demographic_id, demo__gender, demo__vital_status, demo__state, demo__created_datetime, demo__updated_datetime, diag__diagnosis_id, diag__primary_diagnosis, diag__site_of_resection_or_biopsy, diag__age_at_diagnosis, diag__days_to_last_follow_up, diag__morphology, diag__tissue_or_organ_of_origin, diag__state, diag__created_datetime, diag__updated_datetime, state, created_datetime, updated_datetime,"
"OHSU CLINICAL DATA REL38 VERSIONED","isb-cgc-bq","OHSU_versioned","clinical_gdc_r38","`isb-cgc-bq.OHSU_versioned.clinical_gdc_r38`","OHSU","CLINICAL BIOSPECIMEN DATA","","CDA, GDC","CLINICAL DATA","","CURRENT","176","12/13/2023","","Data for the OHSU program was extracted by CDA using the GDC API in September 2023. This table contains information about OHSU patient cases and their clinical information.  More details: see https://docs.gdc.cancer.gov/Encyclopedia/pages/Clinical_Data/","access:open, category:clinical_biospecimen_data, data_type:clinical_data, program:ohsu, source_0:cda, source_1:gdc, status:current","submitter_id, case_id, primary_site, disease_type, index_date, proj__name, proj__project_id, demo__demographic_id, demo__gender, demo__vital_status, demo__state, demo__created_datetime, demo__updated_datetime, diag__diagnosis_id, diag__primary_diagnosis, diag__site_of_resection_or_biopsy, diag__age_at_diagnosis, diag__days_to_last_follow_up, diag__morphology, diag__tissue_or_organ_of_origin, diag__state, diag__created_datetime, diag__updated_datetime, state, created_datetime, updated_datetime,"
"OHSU HG38 PER SAMPLE FILE METADATA","isb-cgc-bq","OHSU","per_sample_file_metadata_hg38_gdc_current","`isb-cgc-bq.OHSU.per_sample_file_metadata_hg38_gdc_current`","OHSU","METADATA","hg38","CDA, GDC","FILE METADATA","","CURRENT","1,628","6/5/2024","1","Data was extracted from file metadata information for OHSU provided by CDA in December 2023 from the GDC release 39. More details: https://docs.gdc.cancer.gov/Data/Release_Notes/Data_Release_Notes/#data-release-390","access:open, category:metadata, data_type:file_metadata, program:ohsu, reference_genome_0:hg38, source_0:cda, source_1:gdc, status:current","file_gdc_id, case_gdc_id, case_barcode, sample_gdc_id, sample_barcode, sample_type_name, project_short_name, project_short_name_suffix, program_name, data_type, data_category, experimental_strategy, file_type, file_size, data_format, platform, file_name_key, index_file_id, index_file_name_key, index_file_size, access, acl,"
"OHSU HG38 PER SAMPLE FILE METADATA","isb-cgc-bq","OHSU_versioned","per_sample_file_metadata_hg38_gdc_r39","`isb-cgc-bq.OHSU_versioned.per_sample_file_metadata_hg38_gdc_r39`","OHSU","METADATA","hg38","CDA, GDC","FILE METADATA","","CURRENT","1,628","6/5/2024","","Data was extracted from file metadata information for OHSU provided by CDA in December 2023 from the GDC release 39. More details: https://docs.gdc.cancer.gov/Data/Release_Notes/Data_Release_Notes/#data-release-390","access:open, category:metadata, data_type:file_metadata, program:ohsu, reference_genome_0:hg38, source_0:cda, source_1:gdc, status:current","file_gdc_id, case_gdc_id, case_barcode, sample_gdc_id, sample_barcode, sample_type_name, project_short_name, project_short_name_suffix, program_name, data_type, data_category, experimental_strategy, file_type, file_size, data_format, platform, file_name_key, index_file_id, index_file_name_key, index_file_size, access, acl,"
"OHSU HG38 RNASEQ GENE EXPRESSION","isb-cgc-bq","OHSU","RNAseq_hg38_gdc_current","`isb-cgc-bq.OHSU.RNAseq_hg38_gdc_current`","OHSU","PROCESSED -OMICS DATA","hg38","GDC","GENE EXPRESSION","RNASEQ","CURRENT","4,853,120","1/30/2023","","RNAseq data of the OHSU program was extracted from release 35 of the active GDC archive in December 2022. The mRNA expression data was originally generated by Illumina GA or HiSeq sequencing runs and quantified using the GDC RNAseq analysis pipeline. RNA-Seq expression values, such as stranded and unstranded read counts per gene are produced by STAR. GDC also generated normalized values in the forms of FPKM and FPKM Upper Quartile using a custom pipeline.","access:open, category:processed_-omics_data, data_type:gene_expression, experimental_strategy:rnaseq, program:ohsu, reference_genome_0:hg38, source:gdc, status:current","project_short_name, primary_site, case_barcode, sample_barcode, aliquot_barcode, gene_name, gene_type, Ensembl_gene_id, Ensembl_gene_id_v, unstranded, stranded_first, stranded_second, tpm_unstranded, fpkm_unstranded, fpkm_uq_unstranded, sample_type_name, case_gdc_id, sample_gdc_id, aliquot_gdc_id, file_gdc_id, platform,"
"OHSU HG38 RNASEQ GENE EXPRESSION REL 35 VERSIONED","isb-cgc-bq","OHSU_versioned","RNAseq_hg38_gdc_r35","`isb-cgc-bq.OHSU_versioned.RNAseq_hg38_gdc_r35`","OHSU","PROCESSED -OMICS DATA","hg38","GDC","GENE EXPRESSION","RNASEQ","CURRENT","4,853,120","1/30/2023","","RNAseq data of the OHSU program was extracted from release 35 of the active GDC archive in December 2022. The mRNA expression data was originally generated by Illumina GA or HiSeq sequencing runs and quantified using the GDC RNAseq analysis pipeline. RNA-Seq expression values, such as stranded and unstranded read counts per gene are produced by STAR. GDC also generated normalized values in the forms of FPKM and FPKM Upper Quartile using a custom pipeline.","access:open, category:processed_-omics_data, data_type:gene_expression, experimental_strategy:rnaseq, program:ohsu, reference_genome_0:hg38, source:gdc, status:current","project_short_name, primary_site, case_barcode, sample_barcode, aliquot_barcode, gene_name, gene_type, Ensembl_gene_id, Ensembl_gene_id_v, unstranded, stranded_first, stranded_second, tpm_unstranded, fpkm_unstranded, fpkm_uq_unstranded, sample_type_name, case_gdc_id, sample_gdc_id, aliquot_gdc_id, file_gdc_id, platform,"
